epoch,step,batch_idx,split,mse_loss,policy_loss
0,1,0,train,0.3554883301258087,-0.1100149154663086
0,2,1,train,0.21101930737495422,-0.10971910506486893
0,3,2,train,0.266777366399765,-0.1098465695977211
0,4,3,train,0.34069862961769104,-0.10974729806184769
0,5,4,train,0.37740519642829895,-0.1098468080163002
0,6,5,train,0.3785357177257538,-0.1097574457526207
0,7,6,train,0.3519967496395111,-0.1098591610789299
0,8,7,train,0.3103480041027069,-0.10969635099172592
0,9,8,train,0.2775375247001648,-0.10953681170940399
0,10,9,train,0.26021966338157654,-0.10964246094226837
0,11,10,train,0.2524702250957489,-0.10942226648330688
0,12,11,train,0.2634887099266052,-0.10944059491157532
0,13,12,train,0.2787865400314331,-0.1096789538860321
0,14,13,train,0.30758485198020935,-0.10969885438680649
0,15,14,train,0.3224531412124634,-0.10973566770553589
0,16,15,train,0.32986950874328613,-0.10972311347723007
0,17,16,train,0.3489762246608734,-0.10968580842018127
0,18,17,train,0.3489047586917877,-0.10978949815034866
0,19,18,train,0.34023070335388184,-0.1098790243268013
0,20,19,train,0.32493236660957336,-0.10997875779867172
0,21,20,train,0.3098812401294708,-0.10992143303155899
0,22,21,train,0.29354655742645264,-0.10980522632598877
0,23,22,train,0.26989880204200745,-0.10961940139532089
0,24,23,train,0.2647596597671509,-0.10940933227539062
0,25,24,train,0.2636148929595947,-0.10940299183130264
0,26,25,train,0.2803698480129242,-0.10933401435613632
0,27,26,train,0.29628807306289673,-0.10976859927177429
0,28,27,train,0.3201039433479309,-0.10985901951789856
0,29,28,train,0.3349865674972534,-0.11007579416036606
0,30,29,train,0.3422764837741852,-0.11016612499952316
0,31,30,train,0.33383655548095703,-0.11007728427648544
0,32,31,train,0.32653751969337463,-0.11000288277864456
0,33,32,train,0.30604735016822815,-0.10996261239051819
0,34,33,train,0.295253187417984,-0.1098771020770073
0,35,34,train,0.2912202477455139,-0.10978598147630692
0,36,35,train,0.28288453817367554,-0.1096714586019516
0,37,36,train,0.2901886999607086,-0.109845831990242
0,38,37,train,0.2895607352256775,-0.10978890210390091
0,39,38,train,0.2920978367328644,-0.1096617802977562
0,40,39,train,0.295078307390213,-0.10982009023427963
0,41,40,train,0.30405592918395996,-0.10987470299005508
0,42,41,train,0.30964863300323486,-0.10971742123365402
0,43,42,train,0.302754282951355,-0.10976541042327881
0,44,43,train,0.303658127784729,-0.10976036638021469
0,45,44,train,0.306259423494339,-0.10963569581508636
0,46,45,train,0.3021891415119171,-0.10984238237142563
0,47,46,train,0.29700982570648193,-0.1095561757683754
0,48,47,train,0.2894189953804016,-0.10945016890764236
0,49,48,train,0.28877946734428406,-0.10951884090900421
0,50,49,train,0.2942593991756439,-0.10969190299510956
0,51,50,train,0.2985856235027313,-0.1096702441573143
0,52,51,train,0.30636999011039734,-0.10974010080099106
0,53,52,train,0.31060364842414856,-0.10976714640855789
0,54,53,train,0.31819358468055725,-0.10985035449266434
0,55,54,train,0.32119375467300415,-0.10975681990385056
0,56,55,train,0.31826281547546387,-0.10960163176059723
0,57,56,train,0.3134118616580963,-0.10971082746982574
0,58,57,train,0.29205572605133057,-0.10963080078363419
0,59,58,train,0.30621442198753357,-0.1097678691148758
0,60,59,train,0.2984238266944885,-0.1096510961651802
0,61,60,train,0.3011462390422821,-0.10963236540555954
0,62,61,train,0.29896819591522217,-0.10961510241031647
0,63,62,train,0.3053012490272522,-0.10982001572847366
0,64,63,train,0.30142346024513245,-0.10980510711669922
0,65,64,train,0.3086754083633423,-0.10966702550649643
0,66,65,train,0.3137223720550537,-0.10985419154167175
0,67,66,train,0.3194665312767029,-0.10982467234134674
0,68,67,train,0.31536853313446045,-0.11002640426158905
0,69,68,train,0.3049108386039734,-0.10979556292295456
0,70,69,train,0.2924672067165375,-0.10976067185401917
0,71,70,train,0.2852756083011627,-0.10975963622331619
0,72,71,train,0.2887774407863617,-0.10979438573122025
0,73,72,train,0.301124632358551,-0.10970127582550049
0,74,73,train,0.30673307180404663,-0.10955288261175156
0,75,74,train,0.3067399561405182,-0.10967820137739182
0,76,75,train,0.29959458112716675,-0.10962521284818649
0,77,76,train,0.2999573349952698,-0.10964369028806686
0,78,77,train,0.2879985272884369,-0.10923115909099579
0,79,78,train,0.28162726759910583,-0.10891889780759811
0,80,79,train,0.2880440652370453,-0.10897475481033325
0,81,80,train,0.2937820851802826,-0.10915032029151917
0,82,81,train,0.3133377730846405,-0.10932204872369766
0,83,82,train,0.3220006823539734,-0.10957272350788116
0,84,83,train,0.3164871335029602,-0.10925786197185516
0,85,84,train,0.3049100637435913,-0.10924921184778214
0,86,85,train,0.30101847648620605,-0.10934560745954514
0,87,86,train,0.298372358083725,-0.10936989635229111
0,88,87,train,0.3105694651603699,-0.10953287035226822
0,89,88,train,0.30805304646492004,-0.10965023189783096
0,90,89,train,0.31213894486427307,-0.10956567525863647
0,91,90,train,0.3024446666240692,-0.10946494340896606
0,92,91,train,0.30766451358795166,-0.10940217971801758
0,93,92,train,0.29798516631126404,-0.10934507101774216
0,94,93,train,0.29051342606544495,-0.10950449109077454
0,95,94,train,0.29662203788757324,-0.10959115624427795
0,96,95,train,0.29425767064094543,-0.10947521030902863
0,97,96,train,0.29964378476142883,-0.1095847338438034
0,98,97,train,0.2969745099544525,-0.10937704890966415
0,99,98,train,0.2996729016304016,-0.10943352431058884
0,100,99,train,0.30377039313316345,-0.10971437394618988
1,101,0,train,0.30585038661956787,-0.10971560329198837
1,102,1,train,0.30679869651794434,-0.10947391390800476
1,103,2,train,0.29713523387908936,-0.10963289439678192
1,104,3,train,0.30208346247673035,-0.10982457548379898
1,105,4,train,0.2934015989303589,-0.10973119735717773
1,106,5,train,0.28642192482948303,-0.10946781933307648
1,107,6,train,0.283356249332428,-0.10936931520700455
1,108,7,train,0.29137614369392395,-0.10939367115497589
1,109,8,train,0.29636308550834656,-0.10941514372825623
1,110,9,train,0.29614415764808655,-0.10933716595172882
1,111,10,train,0.2989533841609955,-0.10901088267564774
1,112,11,train,0.3054605722427368,-0.10936104506254196
1,113,12,train,0.29982393980026245,-0.10905134677886963
1,114,13,train,0.29378172755241394,-0.10900549590587616
1,115,14,train,0.28304070234298706,-0.10909587889909744
1,116,15,train,0.28886309266090393,-0.10895804315805435
1,117,16,train,0.2978287935256958,-0.10908689349889755
1,118,17,train,0.29856592416763306,-0.10915783047676086
1,119,18,train,0.30098748207092285,-0.10917653888463974
1,120,19,train,0.30436375737190247,-0.10918868333101273
1,121,20,train,0.3103828728199005,-0.1095096692442894
1,122,21,train,0.31437772512435913,-0.10941513627767563
1,123,22,train,0.32123199105262756,-0.1094679906964302
1,124,23,train,0.30837759375572205,-0.10958384722471237
1,125,24,train,0.3124324083328247,-0.10979972034692764
1,126,25,train,0.30401936173439026,-0.10977709293365479
1,127,26,train,0.2976006269454956,-0.10984586179256439
1,128,27,train,0.29295986890792847,-0.10980179905891418
1,129,28,train,0.2962246537208557,-0.10986185073852539
1,130,29,train,0.30655843019485474,-0.10997375845909119
1,131,30,train,0.30304625630378723,-0.10989070683717728
1,132,31,train,0.3146148920059204,-0.10986598581075668
1,133,32,train,0.30325978994369507,-0.10997138917446136
1,134,33,train,0.30016300082206726,-0.10972894728183746
1,135,34,train,0.27532124519348145,-0.10966280847787857
1,136,35,train,0.29365667700767517,-0.10964508354663849
1,137,36,train,0.29504886269569397,-0.10970988869667053
1,138,37,train,0.29586490988731384,-0.10970529168844223
1,139,38,train,0.3075841963291168,-0.10953565686941147
1,140,39,train,0.30821025371551514,-0.10952473431825638
1,141,40,train,0.30331122875213623,-0.10933373123407364
1,142,41,train,0.30751845240592957,-0.10954192280769348
1,143,42,train,0.3118191063404083,-0.10959155112504959
1,144,43,train,0.3061302900314331,-0.10953452438116074
1,145,44,train,0.29371142387390137,-0.10949872434139252
1,146,45,train,0.2926850914955139,-0.1094861552119255
1,147,46,train,0.31109780073165894,-0.1094464585185051
1,148,47,train,0.2998650372028351,-0.10954990983009338
1,149,48,train,0.30139246582984924,-0.1094464659690857
1,150,49,train,0.2997061610221863,-0.10917914658784866
1,151,50,train,0.2986506521701813,-0.10949766635894775
1,152,51,train,0.304585725069046,-0.10949419438838959
1,153,52,train,0.3015761971473694,-0.10924917459487915
1,154,53,train,0.29132044315338135,-0.10927917063236237
1,155,54,train,0.30678004026412964,-0.10958468168973923
1,156,55,train,0.3090919852256775,-0.10962202399969101
1,157,56,train,0.30867648124694824,-0.10956691205501556
1,158,57,train,0.2941648066043854,-0.10945611447095871
1,159,58,train,0.284132182598114,-0.10943926870822906
