step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38,step_39
1.9665571451187134,1.8584671020507812,1.766611933708191,1.6801400184631348,1.6128315925598145,1.5574928522109985,1.5058608055114746,1.4479260444641113,1.3983640670776367,1.3582960367202759,1.3220335245132446,1.284911036491394,1.2484861612319946,1.218605399131775,1.195518970489502,1.164943814277649,1.1374998092651367,1.1120514869689941,1.0858513116836548,1.0670329332351685,1.0492192506790161,1.0295485258102417,1.0109977722167969,0.9924246072769165,0.9763764142990112,0.9578632712364197,0.9382035136222839,0.9278886914253235,0.9160700440406799,0.907530665397644,0.893360435962677,0.8775190711021423,0.864949643611908,0.8523393273353577,0.8407639861106873,0.8338002562522888,0.822010338306427,0.8146504163742065,0.8027868270874023,0.7994468808174133
1.878314733505249,1.7675026655197144,1.6740155220031738,1.5935273170471191,1.5157959461212158,1.4525679349899292,1.381561040878296,1.3265339136123657,1.2791707515716553,1.2417938709259033,1.2049448490142822,1.1621171236038208,1.1255578994750977,1.0886510610580444,1.0490870475769043,1.0141764879226685,0.9865505695343018,0.9562168121337891,0.9242121577262878,0.8919928669929504,0.8704418540000916,0.8478514552116394,0.828348696231842,0.8040318489074707,0.7866472005844116,0.7671776413917542,0.7428915500640869,0.7260891199111938,0.7108051776885986,0.6967368125915527,0.6828111410140991,0.6712911128997803,0.656877875328064,0.6460884809494019,0.6277721524238586,0.6149508953094482,0.603847861289978,0.5909031629562378,0.5824877619743347,0.5725786685943604
1.8715635538101196,1.750776767730713,1.6413216590881348,1.5548503398895264,1.4710289239883423,1.3986995220184326,1.3294384479522705,1.2668625116348267,1.2061986923217773,1.1510220766067505,1.0952736139297485,1.0454323291778564,0.9996001720428467,0.9485360980033875,0.9110990762710571,0.8781887888908386,0.8423359394073486,0.8028368949890137,0.7686383724212646,0.7383788228034973,0.7032261490821838,0.6762679219245911,0.6500159502029419,0.6272379159927368,0.6064999103546143,0.5840610861778259,0.5660474896430969,0.5488170385360718,0.5295009016990662,0.5106756091117859,0.4950186610221863,0.4773487150669098,0.4643442928791046,0.4457036256790161,0.43055588006973267,0.41953393816947937,0.410352885723114,0.39998337626457214,0.38751864433288574,0.38008174300193787
1.8346806764602661,1.7124100923538208,1.612128734588623,1.5102876424789429,1.4177902936935425,1.3374807834625244,1.2570730447769165,1.1769362688064575,1.108888030052185,1.0499025583267212,0.9861099123954773,0.9275116920471191,0.8668488264083862,0.8158563375473022,0.7695321440696716,0.7269812822341919,0.6900403499603271,0.6539427638053894,0.6183478236198425,0.583179771900177,0.5527257919311523,0.5235909223556519,0.49652889370918274,0.4702180325984955,0.4484501779079437,0.4271373152732849,0.4080846309661865,0.3881819248199463,0.37053394317626953,0.3576259911060333,0.34424886107444763,0.3283836543560028,0.3151260018348694,0.3042827844619751,0.29553186893463135,0.2823081612586975,0.27102524042129517,0.26291051506996155,0.2530911862850189,0.24572360515594482
1.8984997272491455,1.7459490299224854,1.6181623935699463,1.501650094985962,1.389173984527588,1.2863702774047852,1.197659969329834,1.1137560606002808,1.0341495275497437,0.9577482342720032,0.888798713684082,0.8193662166595459,0.7608405351638794,0.7034999132156372,0.6481879353523254,0.6048126816749573,0.5618342161178589,0.5170531868934631,0.48497235774993896,0.4477427005767822,0.41941314935684204,0.3936186134815216,0.37130749225616455,0.34456101059913635,0.32084715366363525,0.30225202441215515,0.28539711236953735,0.2683037221431732,0.25275394320487976,0.24050453305244446,0.22778888046741486,0.2154407650232315,0.20503263175487518,0.19584797322750092,0.18912570178508759,0.1840752512216568,0.17477287352085114,0.16758613288402557,0.16318000853061676,0.1567935198545456
1.8337985277175903,1.6822909116744995,1.549376368522644,1.4334707260131836,1.321469783782959,1.2199616432189941,1.1242048740386963,1.0349332094192505,0.9517069458961487,0.8762515187263489,0.8034358024597168,0.7345131039619446,0.6755843162536621,0.6211029887199402,0.5684780478477478,0.5205621719360352,0.4800174832344055,0.4403504729270935,0.4060841500759125,0.37792468070983887,0.3520447015762329,0.3258545398712158,0.29935118556022644,0.27830246090888977,0.2596544027328491,0.24235057830810547,0.22849179804325104,0.2152668684720993,0.20233526825904846,0.1912311613559723,0.18132078647613525,0.17335601150989532,0.16401511430740356,0.15758448839187622,0.15043069422245026,0.1439148485660553,0.1371089518070221,0.13254690170288086,0.12749002873897552,0.12465894967317581
1.8862600326538086,1.7258002758026123,1.5889006853103638,1.4714652299880981,1.3593450784683228,1.2518125772476196,1.1436116695404053,1.0466965436935425,0.9617350697517395,0.8806301355361938,0.8036169409751892,0.7381524443626404,0.6743173599243164,0.6161747574806213,0.5613237023353577,0.5118154287338257,0.466962993144989,0.42259734869003296,0.3903975486755371,0.3602372407913208,0.3335086405277252,0.30842673778533936,0.2853543758392334,0.26349228620529175,0.24411295354366302,0.22783593833446503,0.21292641758918762,0.19910037517547607,0.18885184824466705,0.17924192547798157,0.17022499442100525,0.16142039000988007,0.1528182327747345,0.1453242003917694,0.13776735961437225,0.13136862218379974,0.12643201649188995,0.12218444049358368,0.11882691830396652,0.11543551087379456
1.8590508699417114,1.70166015625,1.5680378675460815,1.4484692811965942,1.333954095840454,1.2318094968795776,1.137335181236267,1.0467559099197388,0.9594987630844116,0.8846243023872375,0.8092790246009827,0.7465164661407471,0.6799979209899902,0.6266764402389526,0.5753527879714966,0.5278450846672058,0.483272522687912,0.44160884618759155,0.40817922353744507,0.376850426197052,0.34868451952934265,0.32392653822898865,0.2991788983345032,0.27726635336875916,0.2580867409706116,0.24315324425697327,0.22786647081375122,0.21244549751281738,0.20010963082313538,0.19018925726413727,0.18039195239543915,0.17107830941677094,0.1638047695159912,0.15697447955608368,0.1502760797739029,0.1439048796892166,0.1382226198911667,0.13412219285964966,0.12892243266105652,0.1252843588590622
1.828597903251648,1.6883554458618164,1.5599957704544067,1.4447015523910522,1.338863730430603,1.2395871877670288,1.1480660438537598,1.0632832050323486,0.9825682640075684,0.9084183573722839,0.8379358053207397,0.7780762314796448,0.7145641446113586,0.6538642048835754,0.6055147051811218,0.5609477758407593,0.5169239044189453,0.4781496226787567,0.44459566473960876,0.4114828407764435,0.38274112343788147,0.3567991256713867,0.3322182297706604,0.31386446952819824,0.29485684633255005,0.27871978282928467,0.2620694935321808,0.24554884433746338,0.23226767778396606,0.2208251804113388,0.20938213169574738,0.20081734657287598,0.19122181832790375,0.1835687905550003,0.17564642429351807,0.16854195296764374,0.16242793202400208,0.15696178376674652,0.15121915936470032,0.1457318812608719
1.8101551532745361,1.6716413497924805,1.549725890159607,1.4406903982162476,1.3392056226730347,1.2579728364944458,1.1697441339492798,1.086133599281311,1.0102615356445312,0.9330548644065857,0.8707609176635742,0.80963534116745,0.7527971863746643,0.6959823966026306,0.6501556634902954,0.608834981918335,0.5672492980957031,0.5279227495193481,0.496016263961792,0.46490198373794556,0.4339081645011902,0.40470853447914124,0.379181444644928,0.3568776249885559,0.3347819149494171,0.31586238741874695,0.2981847822666168,0.2824398875236511,0.26737427711486816,0.25653302669525146,0.24453552067279816,0.23196600377559662,0.22274985909461975,0.21513846516609192,0.2082858681678772,0.20269116759300232,0.19572633504867554,0.18966121971607208,0.185645192861557,0.17957176268100739
